HEEL VOLUME,Actual Volume,C4C5LPMON,C4C5LPAPI,C4C5LPARO,C4C5LPBNZ,C4C5LPDI,C4C5LPFBP,C4C5LPIBP,C4C5LPOLE,C4C5LPRON,C4C5LPRVP,C4C5LPSPG,C4C5LPSUL,C4C5LPT10,C4C5LPT50,C4C5LPT90,C4C5LPTVL,HVYFCCMON,HVYFCCAPI,HVYFCCARO,HVYFCCBNZ,HVYFCCDI,HVYFCCFBP,HVYFCCIBP,HVYFCCOLE,HVYFCCRON,HVYFCCRVP,HVYFCCSPG,HVYFCCSUL,HVYFCCT10,HVYFCCT50,HVYFCCT90,HVYFCCTVL,HVYREFMON,HVYREFAPI,HVYREFARO,HVYREFBNZ,HVYREFDI,HVYREFFBP,HVYREFIBP,HVYREFOLE,HVYREFRON,HVYREFRVP,HVYREFSPG,HVYREFSUL,HVYREFT10,HVYREFT50,HVYREFT90,HVYREFTVL,HYDRO2MON,HYDRO2API,HYDRO2ARO,HYDRO2BNZ,HYDRO2DI,HYDRO2FBP,HYDRO2IBP,HYDRO2OLE,HYDRO2RON,HYDRO2RVP,HYDRO2SPG,HYDRO2SUL,HYDRO2T10,HYDRO2T50,HYDRO2T90,HYDRO2TVL,LITFCCMON,LITFCCAPI,LITFCCARO,LITFCCBNZ,LITFCCDI,LITFCCFBP,LITFCCIBP,LITFCCOLE,LITFCCRON,LITFCCRVP,LITFCCSPG,LITFCCSUL,LITFCCT10,LITFCCT50,LITFCCT90,LITFCCTVL,LITISOMON,LITISOAPI,LITISOARO,LITISOBNZ,LITISODI,LITISOFBP,LITISOIBP,LITISOOLE,LITISORON,LITISORVP,LITISOSPG,LITISOSUL,LITISOT10,LITISOT50,LITISOT90,LITISOTVL,LTALKYMON,LTALKYAPI,LTALKYARO,LTALKYBNZ,LTALKYDI,LTALKYFBP,LTALKYIBP,LTALKYOLE,LTALKYRON,LTALKYRVP,LTALKYSPG,LTALKYSUL,LTALKYT10,LTALKYT50,LTALKYT90,LTALKYTVL,NC4LPGMON,NC4LPGAPI,NC4LPGARO,NC4LPGBNZ,NC4LPGDI,NC4LPGFBP,NC4LPGIBP,NC4LPGOLE,NC4LPGRON,NC4LPGRVP,NC4LPGSPG,NC4LPGSUL,NC4LPGT10,NC4LPGT50,NC4LPGT90,NC4LPGTVL,NHTFEDMON,NHTFEDAPI,NHTFEDARO,NHTFEDBNZ,NHTFEDDI,NHTFEDFBP,NHTFEDIBP,NHTFEDOLE,NHTFEDRON,NHTFEDRVP,NHTFEDSPG,NHTFEDSUL,NHTFEDT10,NHTFEDT50,NHTFEDT90,NHTFEDTVL,PENTANMON,PENTANAPI,PENTANARO,PENTANBNZ,PENTANDI,PENTANFBP,PENTANIBP,PENTANOLE,PENTANRON,PENTANRVP,PENTANSPG,PENTANSUL,PENTANT10,PENTANT50,PENTANT90,PENTANTVL,PURLOBMON,PURLOBAPI,PURLOBARO,PURLOBBNZ,PURLOBDI,PURLOBFBP,PURLOBIBP,PURLOBOLE,PURLOBRON,PURLOBRVP,PURLOBSPG,PURLOBSUL,PURLOBT10,PURLOBT50,PURLOBT90,PURLOBTVL,RDU2HRMON,RDU2HRAPI,RDU2HRARO,RDU2HRBNZ,RDU2HRDI,RDU2HRFBP,RDU2HRIBP,RDU2HROLE,RDU2HRRON,RDU2HRRVP,RDU2HRSPG,RDU2HRSUL,RDU2HRT10,RDU2HRT50,RDU2HRT90,RDU2HRTVL,SPECM1MON,SPECM1API,SPECM1ARO,SPECM1BNZ,SPECM1DI,SPECM1FBP,SPECM1IBP,SPECM1OLE,SPECM1RON,SPECM1RVP,SPECM1SPG,SPECM1SUL,SPECM1T10,SPECM1T50,SPECM1T90,SPECM1TVL,SPECM2MON,SPECM2API,SPECM2ARO,SPECM2BNZ,SPECM2DI,SPECM2FBP,SPECM2IBP,SPECM2OLE,SPECM2RON,SPECM2RVP,SPECM2SPG,SPECM2SUL,SPECM2T10,SPECM2T50,SPECM2T90,SPECM2TVL,SPECM3MON,SPECM3API,SPECM3ARO,SPECM3BNZ,SPECM3DI,SPECM3FBP,SPECM3IBP,SPECM3OLE,SPECM3RON,SPECM3RVP,SPECM3SPG,SPECM3SUL,SPECM3T10,SPECM3T50,SPECM3T90,SPECM3TVL,WHALKYMON,WHALKYAPI,WHALKYARO,WHALKYBNZ,WHALKYDI,WHALKYFBP,WHALKYIBP,WHALKYOLE,WHALKYRON,WHALKYRVP,WHALKYSPG,WHALKYSUL,WHALKYT10,WHALKYT50,WHALKYT90,WHALKYTVL,WHOREFMON,WHOREFAPI,WHOREFARO,WHOREFBNZ,WHOREFDI,WHOREFFBP,WHOREFIBP,WHOREFOLE,WHOREFRON,WHOREFRVP,WHOREFSPG,WHOREFSUL,WHOREFT10,WHOREFT50,WHOREFT90,WHOREFTVL,API,RON,MON,RVP,TVL,DI,ARO,OLE,BNZ,SUL
21.208,120.986,3.40936,4.37385,0.004486,0.004486,18.97578,6.2804,0.8972,0.04486,3.49908,1.1215,0.027718994,9.604526,1.39066,3.67852,5.8318,1.444492,11.546857,5.095461,8.70653,0.0099911,283.03359,62.37301,21.12404,1.084748,12.959884,0.2198042,0.120792399,14.387184,45.95906,52.23918,57.37746,33.527277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.060624,18.670806,4.91337,0.2322684,314.1579,103.32966,27.39576,9.23118,27.157536,2.3613954,0.216962508,7.712502,38.41362,56.87598,85.76064,41.808312,5.207268,5.465592,0.06798,0.0231132,51.12096,15.49944,5.98224,0.027192,5.282046,0.8076024,0.045397044,0.074778,7.54578,9.04134,12.64428,7.525386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7302,3.2412,0.00292,0.00292,4.9932,0.9636,0.8468,0.0292,2.7886,1.46,0.0170382,0.584,0.876,0.9052,0.949,-2.30972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5142782,9.513218,0.455026,0.0179894,72.69834,27.5132,8.9947,0.084656,7.8656006,1.4275118,0.067629562,0.169312,10.89946,12.27512,19.47088,10.539672,5.7397383,5.25395,0.347569,0.0137411,55.53021,21.0158,6.87055,0.064664,6.0080939,1.0903967,0.058205683,0.129328,8.32549,9.37628,14.87272,8.050668,18.352929,11.560717,10.886148,0.1186311,282.85376,63.26992,46.28939,1.186311,19.934677,0.4070675,0.181645149,0.23261,49.77854,51.1742,54.66335,43.637636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.1,87,80.7,10.84,124,1108,23.6,9.9,0.38,35
6.916,50.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.644871,9.110283,15.56659,0.0178633,506.04177,111.51803,37.76812,1.939444,23.171252,0.3929926,0.215967297,25.723152,82.17118,93.39954,102.58638,59.944131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.001768,6.882354,0.728604,0.034461,126.12726,32.9841,11.91366,0.039384,5.080536,0.3426408,0.069177996,0.0452916,18.51048,23.33502,28.35648,17.545572,23.857816,18.513429,4.871955,0.2303106,311.50985,102.45869,27.16484,9.15337,26.928624,2.3414911,0.215133722,7.647493,38.08983,56.39657,85.03776,41.455908,15.466306,16.233564,0.20191,0.0686494,151.83632,46.03548,17.76808,0.080764,15.688407,2.3926335,0.134835498,0.222101,22.41201,26.85403,37.55526,22.371628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.214875,12.12675,0.010925,0.010925,18.68175,3.60525,3.16825,0.10925,10.433375,5.4625,0.063747375,2.185,3.2775,3.38675,3.550625,-8.641675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626124,2.88717,0.008076,0,47.76954,18.09024,3.47268,0.008076,3.642276,0.357363,0.02814486,0.28266,5.4513,8.6817,13.5273,5.729922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.1,86.3,81,12.62,116,1124,19.4,7.8,0.36,37
24.264,100.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457085,0.201705,0.34465,0.0003955,11.20395,2.46905,0.8362,0.04294,0.51302,0.008701,0.004781595,0.56952,1.8193,2.0679,2.2713,1.327185,9.412866,2.885058,9.548862,0,179.80614,40.11882,31.47336,0.077712,10.335696,0.0310848,0.085269492,0.09714,31.95906,32.5419,34.19328,22.92504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.184176,41.270394,10.86063,0.5134116,694.4221,228.40234,60.55624,20.40482,60.029664,5.2196846,0.479579092,17.047898,84.91038,125.72002,189.56736,92.414088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919935,8.21511,0.007401,0.007401,12.65571,2.44233,2.14629,0.07401,7.067955,3.7005,0.043184835,1.4802,2.2203,2.29431,2.405325,-5.854191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.121215,6.371205,12.60933,0.1846485,243.03735,56.2263,30.6084,0.43251,16.90116,0.252852,0.138619455,0.016635,39.924,44.5818,49.40595,33.586065,56.5,95.2,84,10.14,,,33.4,19.2,0.65,21
14.587,60.181,3.20264,4.10865,0.004214,0.004214,17.82522,5.8996,0.8428,0.04214,3.28692,1.0535,0.026038306,9.022174,1.30634,3.45548,5.4782,1.356908,12.744986,5.624178,9.60994,0.0110278,312.40182,68.84498,23.31592,1.197304,14.304632,0.2457624,0.133326102,15.880032,50.72788,57.65964,63.33108,36.990392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.993896,44.226699,11.638605,0.5501886,744.16535,244.76339,64.89404,21.86647,64.329744,5.5935841,0.513932582,18.269083,90.99273,134.72567,203.14656,99.033948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23136,3.83616,0.003456,0.003456,5.90976,1.14048,1.00224,0.03456,3.30048,1.728,0.02016576,0.6912,1.0368,1.07136,1.1232,-2.733696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6453017,2.082983,0.099631,0.0039389,15.91779,6.0242,1.96945,0.018536,1.7222261,0.3125633,0.014807947,0.037072,2.38651,2.68772,4.26328,2.307732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.698721,1.558427,3.084302,0.0451659,59.44809,13.75322,7.48696,0.105794,4.134104,0.0618488,0.033906977,0.004069,9.7656,10.90492,12.08493,8.215311,58.7,91.1,81.4,9.9,,,26.2,20.2,0.62,45
10.83,83.919,0.48944,0.6279,0.000644,0.000644,2.72412,0.9016,0.1288,0.00644,0.50232,0.161,0.003979276,1.378804,0.19964,0.52808,0.8372,0.207368,17.93553,7.91469,13.5237,0.015519,439.6311,96.8829,32.8116,1.68492,20.13036,0.345852,0.18762471,22.34736,71.3874,81.1422,89.1234,52.05516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06324,4.21497,0.44622,0.021105,77.2443,20.2005,7.2963,0.02412,3.11148,0.209844,0.04236678,0.027738,11.3364,14.2911,17.3664,10.74546,18.924168,14.684967,3.864465,0.1826838,247.09155,81.27087,21.54732,7.26051,21.359952,1.8572853,0.170645406,6.066039,30.21309,44.73411,67.45248,32.883084,2.70015,2.8341,0.03525,0.011985,26.508,8.037,3.102,0.0141,2.738925,0.42018,0.02353995,0.038775,3.91275,4.68825,6.5565,3.895125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93112,10.60272,0.009552,0.009552,16.33392,3.15216,2.77008,0.09552,9.12216,4.776,0.05573592,1.9104,2.8656,2.96112,3.1044,-7.555632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6886044,12.265956,0.586692,0.0231948,93.73428,35.4744,11.5974,0.109152,10.1415852,1.8405756,0.087198804,0.218304,14.05332,15.82704,25.10496,13.589424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.438656,8.31432,8.297352,0.0458136,209.89416,46.32264,34.27536,0.729624,14.643384,0.288456,0.133012152,0.16968,36.82056,37.83864,41.06256,32.052552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.786866,2.968768,0.016868,0,51.70042,19.22952,3.50011,0.008434,3.803734,0.3546497,0.029552736,0.37953,5.69295,9.36174,15.05469,6.110433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8,87.1,80.5,12.3,118,1148,25.5,7.9,0.46,41
25.048,118.845,2.16372,2.775825,0.002847,0.002847,12.04281,3.9858,0.5694,0.02847,2.22066,0.71175,0.017591613,6.095427,0.88257,2.33454,3.7011,0.916734,6.527821,2.880633,4.92209,0.0056483,160.00827,35.26153,11.94212,0.613244,7.326652,0.1242626,0.068287947,8.133552,25.98218,29.53254,32.43738,18.954081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.697984,6.464352,0.684352,0.032368,118.46688,30.9808,11.19008,0.036992,4.771968,0.3218304,0.064976448,0.0425408,17.38624,21.91776,26.63424,16.479936,29.31424,22.71128,6.42156,0.293868,383.1168,126.2544,33.7404,10.48492,33.08736,2.815328,0.2644812,10.77516,46.4384,69.2948,105.5748,51.11852,6.561556,6.887064,0.08566,0.0291244,64.41632,19.53048,7.53808,0.034264,6.655782,1.0176408,0.057203748,0.094226,9.50826,11.39278,15.93276,9.482562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43571,0.51726,0.000466,0.000466,0.79686,0.15378,0.13514,0.00466,0.44503,0.233,0.00271911,0.0932,0.1398,0.14446,0.15145,-0.368606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.393382,10.62618,0.50826,0.020094,81.2034,30.732,10.047,0.09456,8.785806,1.594518,0.07554162,0.18912,12.1746,13.7112,21.7488,11.77272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7873,16.260288,0.092388,0,283.16922,105.32232,19.17051,0.046194,20.856591,1.9586256,0.161863776,2.07873,31.18095,51.27534,82.45629,33.398262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8,86.2,80.9,10.53,125,1064,13.8,10,0.45,27
8.622,63.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.243928,10.260766,2.901207,0.1327671,173.08896,57.04068,15.24363,4.736999,14.948592,1.2719416,0.11949039,4.868127,20.98048,31.30681,47.69781,23.094919,11.38659,11.95146,0.14865,0.050541,111.7848,33.8922,13.0812,0.05946,11.550105,1.765962,0.09926847,0.163515,16.50015,19.77045,27.6489,16.455555,27.464788,21.692124,0.059512,0,332.67208,78.55584,27.67308,0.059512,28.089664,2.0442372,0.206000788,0.29756,46.1218,64.57052,69.62904,45.913508,8.2654,9.8124,0.00884,0.00884,15.1164,2.9172,2.5636,0.0884,8.4422,4.42,0.0515814,1.768,2.652,2.7404,2.873,-6.99244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6269,17.699264,0.100564,0,308.22866,114.64296,20.86703,0.050282,22.702323,2.1319568,0.176188128,2.26269,33.94035,55.81302,89.75337,36.353886,4.557726,1.920362,3.800612,0.0556554,73.25454,16.94732,9.22576,0.130364,5.094224,0.0762128,0.041781662,0.005014,12.0336,13.43752,14.89158,10.123266,70.2,92.9,87.7,12.42,118,1060,9.3,5.8,0.23,9
13.946,49.075,1.4706,1.886625,0.001935,0.001935,8.18505,2.709,0.387,0.01935,1.5093,0.48375,0.011956365,1.855665,0.59985,1.5867,2.5155,0.62307,12.376082,5.3543,9.33178,0.015298,306.7249,66.24034,22.02912,1.162648,13.890584,0.2034634,0.130017702,1.851058,50.33042,56.44962,61.80392,36.363346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.247806,44.025954,12.448233,0.5696649,742.67424,244.74492,65.40597,20.325081,64.421364,5.485662,0.51269841,20.887713,90.02112,134.32839,204.65739,98.952903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.139695,6.10167,0.005497,0.005497,9.39987,1.81401,1.59413,0.05497,5.249635,2.7485,0.032074995,1.0994,1.6491,1.70407,1.786525,-4.348127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6873768,0.870232,0.041624,0.0016456,6.65016,2.5168,0.8228,0.007744,0.7195144,0.1305832,0.006186488,0.015488,0.99704,1.12288,1.78112,0.964128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.611257,2.364259,4.679134,0.0685203,90.18753,20.86474,11.35832,0.160498,6.271768,0.0938296,0.051439609,0.006173,14.8152,16.54364,18.33381,12.463287,58.5,91.5,81.6,10.11,,,25.5,20.7,0.62,47
21.798,120.07,3.04912,3.9117,0.004012,0.004012,16.97076,5.6168,0.8024,0.04012,3.12936,1.003,0.024790148,3.847508,1.24372,3.28984,5.2156,1.291864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.334004,4.587537,0.485662,0.0229705,84.07203,21.98605,7.94123,0.026252,3.386508,0.2283924,0.046111638,0.0301898,12.33844,15.55431,18.90144,11.695266,46.290552,35.599368,10.065636,0.4606308,600.52608,197.90064,52.88724,16.434852,52.091088,4.4527644,0.41456772,56.868,72.79104,108.61788,165.48588,79.956408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.559025,7.78665,0.007015,0.007015,11.99565,2.31495,2.03435,0.07015,6.699325,3.5075,0.040932525,0,2.1045,2.17465,2.279875,-5.548865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692035,3.163581,0.151317,0,13.86486,4.39875,0.7038,0,2.74482,0.7038,0.022489929,3.251556,0.87975,2.88558,3.8709,1.812285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.509536,10.83292,10.810812,0.0596916,273.47596,60.35484,44.65816,0.950644,19.079204,0.375836,0.173304612,0.22108,47.97436,49.30084,53.50136,41.762012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,88.3,80.7,10.87,124,1052,21.7,16.4,0.59,40
6.862,49.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.231553,3.58785,6.191604,0.010251,205.53255,44.38683,14.76144,0.625311,9.195147,0.1527399,0.087123249,1.240371,33.72579,37.82619,41.41404,24.29487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.280404,14.827436,4.192422,0.1918566,250.12416,82.42728,22.02798,6.845254,21.696376,1.8546138,0.17267094,23.686,30.31808,45.24026,68.92626,33.302516,16.51113,17.33022,0.21555,0.073287,162.0936,49.1454,18.9684,0.08622,16.748235,2.5542675,0.14394429,0.237105,23.92605,28.66815,40.0923,23.88294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46833,7.67898,0.006918,0.006918,11.82978,2.28294,2.00622,0.06918,6.60669,3.459,0.04036653,0,2.0754,2.14458,2.24835,-5.472138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2746228,4.8282,0.319404,0.014856,51.03036,19.3128,6.3138,0.059424,5.5212324,1.0020372,0.053489028,0,7.65084,8.61648,13.66752,7.398288,23.908896,14.79212,14.761932,0.0815076,373.42556,82.41324,60.97976,1.298084,26.052244,0.513196,0.236643732,0.30188,65.50796,67.31924,73.05496,57.025132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.4,86.8,80.3,10.99,124,1098,24.5,8,0.52,53
23.271,105.101,0.323,0.414375,0.000425,0.000425,1.79775,0.595,0.085,0.00425,0.3315,0.10625,0.002626075,0.407575,0.13175,0.3485,0.5525,0.13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.987646,6.730448,22.374192,0,419.97086,92.99842,73.44374,0.136428,24.10228,0.0750354,0.199707854,0.22738,74.58064,75.94492,80.26514,53.570728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.548174,42.718866,12.078657,0.5527521,720.62496,237.47868,63.46413,19.721649,62.508756,5.3432703,0.49747689,68.241,87.34848,130.34031,198.58131,95.946846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.192055,6.16383,0.005553,0.005553,9.49563,1.83249,1.61037,0.05553,5.303115,2.7765,0.032401755,0,1.6659,1.72143,1.804725,-4.392423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39292,2.812072,0.134504,0,12.32432,3.91,0.6256,0,2.43984,0.6256,0.019991048,0.3128,0.782,2.56496,3.4408,1.61092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3,95.4,84,10.01,,,35.6,19.8,0.59,44
16.878,126.36,0.01824,0.0234,0.000024,0.000024,0.10152,0.0336,0.0048,0.00024,0.01872,0.006,0.000148296,0.023016,0.00744,0.01968,0.0312,0.007728,5.268483,2.29635,3.962844,0.006561,131.54805,28.40913,9.44784,0.400221,5.885217,0.0977589,0.055761939,0.793881,21.58569,24.21009,26.50644,15.54957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.988056,4.111518,0.435268,0.020587,75.34842,19.7047,7.11722,0.023528,3.035112,0.2046936,0.041326932,0.0270572,11.05816,13.94034,16.94016,10.481724,23.535182,18.099538,5.117601,0.2341953,305.32128,100.61724,26.88909,8.355857,26.484308,2.2638879,0.21077577,28.913,37.00864,55.22383,84.13683,40.651678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.001765,7.12509,0.006419,0.006419,10.97649,2.11827,1.86151,0.06419,6.130145,3.2095,0.037454865,0,1.9257,1.98989,2.086175,-5.077429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.21337,13.177542,0.630294,0,57.75252,18.3225,2.9316,0,11.43324,2.9316,0.093679278,1.4658,3.6645,12.01956,16.1238,7.54887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.943744,14.81368,14.783448,0.0816264,373.96984,82.53336,61.06864,1.299976,26.090216,0.513944,0.236988648,0.30232,65.60344,67.41736,73.16144,57.108248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6024,5.164544,0.029344,0,89.93936,33.45216,6.08888,0.014672,6.624408,0.6220928,0.051410688,0.66024,9.9036,16.28592,26.18952,10.607856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,86.7,80.5,11.03,124,1091,22.7,9.4,0.75,43
